# Single SKU Max Power Table (unit is 1 dBm)
# 2.4G Channel CCK    OFDM        VHT20          VHT40          Txstream_Delta
Band: 2.4G CCK_1M CCK_2M CCK_5.5M CCK_11M OFDM_6M OFDM_9M OFDM_12M OFDM_18M OFDM_24M OFDM_36M OFDM_48M OFDM_54M VHT20_MCS0 VHT20_MCS1 VHT20_MCS2 VHT20_MCS3 VHT20_MCS4 VHT20_MCS5 VHT20_MCS6 VHT20_MCS7 VHT20_MCS8 VHT20_MCS9 VHT40_MCS0 VHT40_MCS1 VHT40_MCS2 VHT40_MCS3 VHT40_MCS4 VHT40_MCS5 VHT40_MCS6 VHT40_MCS7 VHT40_MCS8 VHT40_MCS9 Txstream_3T Txstream_2T Txstream_1T                
Ch1 15  15  16  16  16  16 16 16 16  16  16  16 16 16 17 17  17  17  17 17 17 0 0 0
Ch112 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch116 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch120 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch124 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch128 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch132 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch136 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch140 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch144 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch149 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch153 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch157 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch161 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch165 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch169 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch177 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch181 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch184 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch188 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch192 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
Ch196 16  16  16  16 16 17 17  17  17  17 17 18 18 18  18  18  18 18 19 19 19  19  19  19 19 20 19 19  19  19  19 19 20 0 0 0
